Player,DOB,player_key,Team,Position,Games played,Entering NCAA Season,Height Display,Weight Display,Active hand,Nationality,Category,Metric,Per-game value,NCAA Avg,Percentile,Season,Season GP,Season Points,Season Goals,Season Assists,Season PIM
Maxim Strbak,2005-04-13,Maxim Strbak|2005-04-13,Michigan State,D,39,4,"6'2""",203,Right,,Possession,xG For %,50.77720207253886,43.976805464146985,76.0,2025-26,39,19.0,3.0,16.0,
Girts Silkalns,2003-06-30,Girts Silkalns|2003-06-30,Northern Michigan,F,25,4,"6'2""",198,Right,,Possession,xG For %,39.70588235294119,48.11011293709838,19.134078212290504,2025-26,25,7.0,2.0,5.0,
Luke Mittelstadt,2003-01-22,Luke Mittelstadt|2003-01-22,Minnesota,D,37,5,"5'11""",174,Left,,Possession,xG For %,44.117647058823536,43.976805464146985,51.5,2025-26,37,22.0,3.0,19.0,
David Posma,2003-08-27,David Posma|2003-08-27,Stonehill,D,36,5,"6'0""",170,Left,,Possession,xG For %,41.07142857142857,43.976805464146985,36.5,2025-26,36,10.0,3.0,7.0,
Jack Horbach,2002-05-04,Jack Horbach|2002-05-04,Wisconsin,F,40,5,"5'11""",170,Right,,Possession,xG For %,48.854961832061065,48.11011293709838,49.72067039106145,2025-26,40,9.0,3.0,6.0,
Tyler Fukakusa,2002-08-14,Tyler Fukakusa|2002-08-14,Northeastern,F,36,4,"5'11""",181,Left,,Possession,xG For %,44.97041420118343,48.11011293709838,34.07821229050279,2025-26,36,19.0,3.0,16.0,
Henry Nelson,2003-03-25,Henry Nelson|2003-03-25,Notre Dame,D,37,4,"6'1""",174,Left,,Possession,xG For %,41.836734693877546,43.976805464146985,37.75,2025-26,37,13.0,3.0,10.0,
Daniel Panetta,2001-05-20,Daniel Panetta|2001-05-20,Colgate,F,36,5,"6'0""",174,Left,,Possession,xG For %,36.206896551724135,48.11011293709838,9.776536312849162,2025-26,36,11.0,3.0,8.0,
Cooper Wylie,2001-10-26,Cooper Wylie|2001-10-26,St. Cloud State,D,36,5,"6'1""",190,Left,,Possession,xG For %,50.88495575221239,43.976805464146985,79.0,2025-26,36,15.0,3.0,12.0,
Max Wattvil,2002-08-11,Max Wattvil|2002-08-11,Robert Morris,D,15,4,"6'2""",192,Right,,Possession,xG For %,37.38317757009346,43.976805464146985,26.5,2025-26,15,2.0,1.0,1.0,
Owen DuBois,2002-07-06,Owen DuBois|2002-07-06,Air Force Falcons,F,28,4,"6'4""",201,Left,,Possession,xG For %,32.25806451612904,48.11011293709838,4.748603351955307,2025-26,28,6.0,2.0,4.0,
Luke Levandowski,2002-09-26,Luke Levandowski|2002-09-26,Lake Superior State,F,29,4,"6'0""",161,Left,,Possession,xG For %,35.39823008849558,48.11011293709838,8.659217877094973,2025-26,29,8.0,2.0,6.0,
Daimon Gardner,2004-01-18,Daimon Gardner|2004-01-18,St. Cloud State,F,27,4,"6'4""",201,Left,,Possession,xG For %,53.125,48.11011293709838,67.59776536312849,2025-26,27,4.0,2.0,2.0,
Ethan Aucoin,2002-08-10,Ethan Aucoin|2002-08-10,St. Cloud State,F,14,5,"6'1""",168,Left,,Possession,xG For %,45.67901234567901,48.11011293709838,37.988826815642454,2025-26,14,3.0,1.0,2.0,
Nicholas Van Tassell,2004-04-18,Nicholas Van Tassell|2004-04-18,UMass Minuteme,F,27,4,"6'4""",201,Right,,Possession,xG For %,48.19277108433735,48.11011293709838,47.20670391061452,2025-26,27,12.0,2.0,10.0,
Kyle Kukkonen,2002-11-13,Kyle Kukkonen|2002-11-13,Wisconsin,F,28,5,"5'10""",174,Right,,Possession,xG For %,66.07142857142857,48.11011293709838,99.16201117318437,2025-26,28,5.0,2.0,3.0,
Spencer Smith,2002-05-20,Spencer Smith|2002-05-20,Mercyhurst,F,14,4,"5'9""",174,Left,,Possession,xG For %,26.356589147286826,48.11011293709838,2.2346368715083798,2025-26,14,3.0,1.0,2.0,
Tyler DesRochers,2003-04-02,Tyler DesRochers|2003-04-02,Mercyhurst,D,34,4,"6'0""",185,Right,,Possession,xG For %,29.47976878612717,43.976805464146985,5.0,2025-26,34,7.0,2.0,5.0,
Cam Mitchell,2001-03-09,Cam Mitchell|2001-03-09,Nebraska-Omaha,F,35,5,"5'9""",181,Left,,Possession,xG For %,28.358208955223883,48.11011293709838,3.35195530726257,2025-26,35,6.0,2.0,4.0,
Tyler Catalano,2004-02-26,Tyler Catalano|2004-02-26,Cornell,F,36,4,"6'4""",225,Right,,Possession,xG For %,45.56962025316456,48.11011293709838,37.150837988826815,2025-26,36,2.0,2.0,,
Kash Rasmussen,2001-04-20,Kash Rasmussen|2001-04-20,Canisius,F,33,5,"6'1""",179,Left,,Possession,xG For %,35.51401869158879,48.11011293709838,8.938547486033519,2025-26,33,7.0,2.0,5.0,
Ryan Rosborough,2000-05-24,Ryan Rosborough|2000-05-24,St. Cloud State,F,34,5,"6'3""",190,Left,,Possession,xG For %,36.36363636363637,48.11011293709838,10.195530726256983,2025-26,34,6.0,2.0,4.0,
Mitchell Wolfe,2002-07-19,Mitchell Wolfe|2002-07-19,Bemidji State,D,36,5,"6'0""",185,Left,,Possession,xG For %,39.361702127659576,43.976805464146985,30.5,2025-26,36,7.0,2.0,5.0,
Josh Zinger,2001-08-05,Josh Zinger|2001-08-05,St. Cloud State,D,36,5,"5'11""",181,Right,,Possession,xG For %,42.567567567567565,43.976805464146985,42.5,2025-26,36,8.0,2.0,6.0,
Kyle Bettens,2001-07-04,Kyle Bettens|2001-07-04,Northern Michigan,F,31,5,"6'3""",216,Right,,Possession,xG For %,40.54054054054054,48.11011293709838,22.067039106145252,2025-26,31,12.0,2.0,10.0,
Dawson Good,2002-04-17,Dawson Good|2002-04-17,Vermont,F,35,4,"6'1""",214,Right,,Possession,xG For %,36.36363636363637,48.11011293709838,10.195530726256983,2025-26,35,6.0,2.0,4.0,
Andy Moore,2002-01-22,Andy Moore|2002-01-22,Northeastern,F,36,4,"5'11""",198,Right,,Possession,xG For %,40.0,48.11011293709838,20.251396648044693,2025-26,36,4.0,2.0,2.0,
Jack Reimann,2002-10-10,Jack Reimann|2002-10-10,St. Cloud State,F,35,4,"6'0""",192,Right,,Possession,xG For %,38.392857142857146,48.11011293709838,15.083798882681565,2025-26,35,9.0,2.0,7.0,
Owen Neuharth,2001-10-25,Owen Neuharth|2001-10-25,Colgate,F,33,5,"5'11""",176,Right,,Possession,xG For %,33.33333333333333,48.11011293709838,6.145251396648044,2025-26,33,5.0,2.0,3.0,
Jack Collins,2001-11-13,Jack Collins|2001-11-13,UMass-Lowell,F,16,5,"6'3""",205,Left,,Possession,xG For %,51.85185185185185,48.11011293709838,62.290502793296085,2025-26,16,1.0,1.0,,
Ben Schoen,2002-05-18,Ben Schoen|2002-05-18,Penn State,F,36,5,"5'8""",154,Right,,Possession,xG For %,41.37931034482759,48.11011293709838,24.581005586592177,2025-26,36,12.0,2.0,10.0,
Brendan Fitzgerald,2003-03-06,Brendan Fitzgerald|2003-03-06,New Hampshire,D,36,4,"6'0""",165,Left,,Possession,xG For %,49.01960784313725,43.976805464146985,71.5,2025-26,36,16.0,2.0,14.0,
Jayden Sison,2003-01-27,Jayden Sison|2003-01-27,Princeton,F,33,5,"5'10""",170,Right,,Possession,xG For %,41.04477611940299,48.11011293709838,23.463687150837988,2025-26,33,8.0,2.0,6.0,
Alfred Lindberg,2002-01-28,Alfred Lindberg|2002-01-28,Rensselaer,F,33,4,"5'11""",187,Left,,Possession,xG For %,36.75213675213676,48.11011293709838,11.1731843575419,2025-26,33,10.0,2.0,8.0,
Philip Tornqvist,2001-08-24,Philip Tornqvist|2001-08-24,Vermont,D,33,5,"6'0""",194,Left,,Possession,xG For %,38.88888888888889,43.976805464146985,29.5,2025-26,33,9.0,2.0,7.0,
Jack Rogers,2002-09-23,Jack Rogers|2002-09-23,St. Cloud State,F,17,4,"6'2""",190,Right,,Possession,xG For %,51.02040816326531,48.11011293709838,58.93854748603352,2025-26,17,1.0,1.0,,
Connor McGrath,2003-09-04,Connor McGrath|2003-09-04,Ferris State,F,33,5,"5'11""",154,Left,,Possession,xG For %,45.79439252336449,48.11011293709838,38.8268156424581,2025-26,33,7.0,2.0,5.0,
Mason Langenbrunner,2002-09-14,Mason Langenbrunner|2002-09-14,Harvard,D,32,5,"6'3""",194,Right,,Possession,xG For %,36.734693877551024,43.976805464146985,24.5,2025-26,32,10.0,2.0,8.0,
Trevor Griebel,2001-03-07,Trevor Griebel|2001-03-07,Long Island,D,34,5,"5'10""",165,Left,,Possession,xG For %,52.3076923076923,43.976805464146985,83.0,2025-26,34,19.0,2.0,17.0,
Patrik Satosaari,2001-06-18,Patrik Satosaari|2001-06-18,Bemidji State,D,16,5,"5'10""",172,Left,,Possession,xG For %,46.90265486725664,43.976805464146985,63.5,2025-26,16,2.0,1.0,1.0,
Nicholas Marciano,2002-05-19,Nicholas Marciano|2002-05-19,Princeton,D,34,5,"6'0""",159,Left,,Possession,xG For %,50.259067357512954,43.976805464146985,74.5,2025-26,34,10.0,2.0,8.0,
Mason Reiners,2001-05-03,Mason Reiners|2001-05-03,St. Cloud State,D,36,5,"6'1""",192,Right,,Possession,xG For %,40.0,43.976805464146985,34.5,2025-26,36,8.0,2.0,6.0,
Trey Funk,2002-04-11,Trey Funk|2002-04-11,Canisius,F,34,4,"6'1""",181,Right,,Possession,xG For %,37.391304347826086,48.11011293709838,13.40782122905028,2025-26,34,4.0,2.0,2.0,
Broten Sabo,2002-08-09,Broten Sabo|2002-08-09,Ohio State,D,35,4,"6'3""",205,Left,,Possession,xG For %,58.201058201058196,43.976805464146985,95.5,2025-26,35,20.0,2.0,18.0,
Logan Acheson,2002-04-24,Logan Acheson|2002-04-24,Alaska Anchorage,D,34,5,"5'10""",179,Left,,Possession,xG For %,34.04255319148937,43.976805464146985,14.499999999999998,2025-26,34,11.0,2.0,9.0,
Jake Bongo,2003-02-04,Jake Bongo|2003-02-04,Sacred Heart,F,38,4,"5'10""",170,Right,,Possession,xG For %,36.029411764705884,48.11011293709838,9.497206703910614,2025-26,38,6.0,2.0,4.0,
Aram Minnetian,2005-03-01,Aram Minnetian|2005-03-01,Boston College,D,37,4,"5'11""",194,Right,,Possession,xG For %,45.23809523809524,43.976805464146985,56.49999999999999,2025-26,37,11.0,2.0,9.0,
Breck McKinley,2003-10-08,Breck McKinley|2003-10-08,Bowling Green,D,38,4,"5'10""",174,Right,,Possession,xG For %,48.660714285714285,43.976805464146985,69.5,2025-26,38,28.0,2.0,26.0,
Frankie Carogioiello,2002-06-21,Frankie Carogioiello|2002-06-21,St. Lawrence,F,37,4,"5'10""",174,Left,,Possession,xG For %,26.595744680851062,48.11011293709838,2.793296089385475,2025-26,37,6.0,2.0,4.0,
Ralfs Bergmanis,2002-03-13,Ralfs Bergmanis|2002-03-13,Minnesota State,D,40,5,"5'10""",174,Left,,Possession,xG For %,54.6875,43.976805464146985,88.5,2025-26,40,16.0,2.0,14.0,
Patrick Geary,2004-02-18,Patrick Geary|2004-02-18,Michigan State,D,37,4,"6'1""",192,Left,,Possession,xG For %,48.86363636363637,43.976805464146985,71.0,2025-26,37,11.0,2.0,9.0,
Connor Pelc,2003-04-28,Connor Pelc|2003-04-28,Mercyhurst,F,21,4,"6'2""",205,Right,,Possession,xG For %,35.86956521739131,48.11011293709838,9.217877094972067,2025-26,21,3.0,1.0,2.0,
Quinn Rudrud,2001-08-18,Quinn Rudrud|2001-08-18,Augustana,F,20,4,"6'2""",185,Right,,Possession,xG For %,57.608695652173914,48.11011293709838,84.35754189944134,2025-26,20,2.0,1.0,1.0,
Ben Robertson,2004-09-18,Ben Robertson|2004-09-18,Michigan,D,42,4,"5'11""",181,Left,,Possession,xG For %,52.07373271889401,43.976805464146985,81.5,2025-26,42,25.0,2.0,23.0,
John Waldron,2002-11-13,John Waldron|2002-11-13,Arizona State,F,21,5,"6'1""",185,Right,,Possession,xG For %,46.07843137254902,48.11011293709838,40.22346368715084,2025-26,21,8.0,1.0,7.0,
Nicholas Remissong,2002-05-19,Nicholas Remissong|2002-05-19,Air Force Falcons,F,19,4,"6'0""",185,Left,,Possession,xG For %,52.63157894736842,48.11011293709838,65.5027932960894,2025-26,19,3.0,1.0,2.0,
Ethan Lund,2001-03-16,Ethan Lund|2001-03-16,Niagara,D,37,5,"5'10""",185,Left,,Possession,xG For %,39.87341772151898,43.976805464146985,34.0,2025-26,37,7.0,2.0,5.0,
Ryan Upson,2001-03-22,Ryan Upson|2001-03-22,Bentley,F,41,5,"6'0""",185,Left,,Possession,xG For %,52.17391304347826,48.11011293709838,63.687150837988824,2025-26,41,14.0,2.0,12.0,
Brody Gagno,2002-07-29,Brody Gagno|2002-07-29,Holy Cross,D,37,4,"6'1""",190,Right,,Possession,xG For %,34.61538461538462,43.976805464146985,16.0,2025-26,37,10.0,2.0,8.0,
Theo Wallberg,2003-12-04,Theo Wallberg|2003-12-04,Western Michigan,D,38,4,"6'5""",203,Left,,Possession,xG For %,43.82022471910113,43.976805464146985,49.0,2025-26,38,12.0,2.0,10.0,
Kent Anderson,2003-11-13,Kent Anderson|2003-11-13,Denver,D,44,5,"6'3""",205,Right,,Possession,xG For %,45.08670520231214,43.976805464146985,56.00000000000001,2025-26,44,4.0,2.0,2.0,
Carter Rose,2002-08-09,Carter Rose|2002-08-09,Union,D,37,4,"6'1""",194,Left,,Possession,xG For %,48.201438848920866,43.976805464146985,67.5,2025-26,37,9.0,2.0,7.0,
Joe Prouty,2001-11-29,Joe Prouty|2001-11-29,Michigan Tech,D,38,5,"6'0""",181,Right,,Possession,xG For %,40.816326530612244,43.976805464146985,36.0,2025-26,38,13.0,2.0,11.0,
Thomas Messineo,2002-05-02,Thomas Messineo|2002-05-02,UConn,D,38,5,"6'0""",190,Left,,Possession,xG For %,44.230769230769226,43.976805464146985,52.5,2025-26,38,7.0,2.0,5.0,
Aiden Dubinsky,2004-04-28,Aiden Dubinsky|2004-04-28,Wisconsin,D,40,5,"6'0""",181,Right,,Possession,xG For %,46.81818181818181,43.976805464146985,63.0,2025-26,40,5.0,2.0,3.0,
Ross Roloson,2003-01-30,Ross Roloson|2003-01-30,Niagara,D,38,4,"5'11""",172,Right,,Possession,xG For %,39.51219512195123,43.976805464146985,31.5,2025-26,38,8.0,2.0,6.0,
Mason Wheeler,2001-09-29,Mason Wheeler|2001-09-29,Minnesota State,D,40,5,"6'1""",194,Left,,Possession,xG For %,35.714285714285715,43.976805464146985,20.0,2025-26,40,8.0,2.0,6.0,
Sawyer Scholl,2002-02-14,Sawyer Scholl|2002-02-14,Minnesota State,F,39,4,"6'2""",190,Left,,Possession,xG For %,44.53125000000001,48.11011293709838,33.37988826815643,2025-26,39,6.0,2.0,4.0,
Axel Kumlin,2002-02-23,Axel Kumlin|2002-02-23,Notre Dame,D,37,5,"6'1""",196,Right,,Possession,xG For %,44.73684210526315,43.976805464146985,54.50000000000001,2025-26,37,14.0,2.0,12.0,
Trevor Taulien,2003-04-14,Trevor Taulien|2003-04-14,Ferris State,D,39,4,"6'5""",225,Right,,Possession,xG For %,38.74999999999999,43.976805464146985,28.999999999999996,2025-26,39,6.0,2.0,4.0,
Kirklan Irey,2001-01-08,Kirklan Irey|2001-01-08,Bemidji State,F,37,5,"5'11""",172,Left,,Possession,xG For %,43.13725490196079,48.11011293709838,28.77094972067039,2025-26,37,12.0,2.0,10.0,
Jack Malinski,2002-06-23,Jack Malinski|2002-06-23,Vermont,D,23,4,"5'10""",170,Right,,Possession,xG For %,48.42767295597485,43.976805464146985,68.5,2025-26,23,10.0,1.0,9.0,
Luke Antonacci,2002-11-26,Luke Antonacci|2002-11-26,Lake Superior State,D,26,5,"5'9""",170,Right,,Possession,xG For %,35.374149659863946,43.976805464146985,18.5,2025-26,26,2.0,1.0,1.0,
Tyler Nasca,2001-01-09,Tyler Nasca|2001-01-09,Mercyhurst,D,26,4,"5'10""",165,Right,,Possession,xG For %,27.397260273972606,43.976805464146985,1.5,2025-26,26,1.0,1.0,,
Rihards Simanovics,2003-10-07,Rihards Simanovics|2003-10-07,Bowling Green,D,26,4,"6'3""",205,Left,,Possession,xG For %,48.80952380952381,43.976805464146985,70.5,2025-26,26,1.0,1.0,,
Brad McNeil,2002-03-15,Brad McNeil|2002-03-15,Rensselaer,F,25,4,"6'1""",181,Left,,Possession,xG For %,21.12676056338028,48.11011293709838,0.5586592178770949,2025-26,25,1.0,1.0,,
Tanyon Bajzer,2002-08-25,Tanyon Bajzer|2002-08-25,Alaska Anchorage,F,23,4,"6'1""",179,Right,,Possession,xG For %,38.14432989690722,48.11011293709838,14.804469273743019,2025-26,23,4.0,1.0,3.0,
Zachary Tonelli,2002-02-14,Zachary Tonelli|2002-02-14,Brown,F,28,5,"5'9""",170,Right,,Possession,xG For %,26.5625,48.11011293709838,2.5139664804469275,2025-26,28,3.0,1.0,2.0,
Maddox Fleming,2004-02-13,Maddox Fleming|2004-02-13,Notre Dame,F,27,4,"6'1""",194,Right,,Possession,xG For %,46.15384615384615,48.11011293709838,40.502793296089386,2025-26,27,5.0,1.0,4.0,
James Goffredo,2003-04-24,James Goffredo|2003-04-24,Rensselaer,D,26,4,"5'11""",185,Right,,Possession,xG For %,31.818181818181817,43.976805464146985,9.0,2025-26,26,5.0,1.0,4.0,
D.J. Hart,2002-02-23,D.J. Hart|2002-02-23,Union,D,25,4,"6'3""",209,Right,,Possession,xG For %,49.32432432432432,43.976805464146985,72.0,2025-26,25,6.0,1.0,5.0,
Noah Quinn,2003-06-02,Noah Quinn|2003-06-02,Bemidji State,F,23,4,"6'1""",176,Right,,Possession,xG For %,50.0,48.11011293709838,55.02793296089386,2025-26,23,6.0,1.0,5.0,
Blake Mesenburg,2002-06-05,Blake Mesenburg|2002-06-05,Miami,F,24,5,"5'11""",183,Left,,Possession,xG For %,42.85714285714286,48.11011293709838,28.212290502793298,2025-26,24,2.0,1.0,1.0,
Axel Begley,2003-12-16,Axel Begley|2003-12-16,Minnesota,D,27,4,"6'2""",190,Left,,Possession,xG For %,43.5483870967742,43.976805464146985,47.5,2025-26,27,1.0,1.0,,
Greg Japchen,2001-12-17,Greg Japchen|2001-12-17,Robert Morris,D,33,4,"6'4""",205,Left,,Possession,xG For %,46.527777777777786,43.976805464146985,60.5,2025-26,33,2.0,1.0,1.0,
Casey Aman,2003-01-15,Casey Aman|2003-01-15,Penn State,D,30,4,"6'0""",185,Right,,Possession,xG For %,34.177215189873415,43.976805464146985,15.5,2025-26,30,5.0,1.0,4.0,
Griffin Ludtke,2003-02-01,Griffin Ludtke|2003-02-01,Nebraska-Omaha,D,37,5,"5'10""",170,Left,,Possession,xG For %,50.80213903743315,43.976805464146985,77.0,2025-26,37,18.0,1.0,17.0,
Cal Thomas,2003-05-08,Cal Thomas|2003-05-08,Minnesota,D,32,5,"6'0""",185,Left,,Possession,xG For %,33.33333333333333,43.976805464146985,12.5,2025-26,32,5.0,1.0,4.0,
Valtteri Piironen,2001-09-11,Valtteri Piironen|2001-09-11,Ferris State,D,29,5,"6'4""",201,Left,,Possession,xG For %,35.02824858757062,43.976805464146985,17.0,2025-26,29,8.0,1.0,7.0,
Nick Young,2001-09-12,Nick Young|2001-09-12,Union,D,37,5,"6'3""",216,Right,,Possession,xG For %,46.58385093167702,43.976805464146985,61.0,2025-26,37,4.0,1.0,3.0,
Liam Lesakowski,2003-12-12,Liam Lesakowski|2003-12-12,Sacred Heart,D,35,4,"6'5""",220,Left,,Possession,xG For %,44.99999999999999,43.976805464146985,55.50000000000001,2025-26,35,5.0,1.0,4.0,
MacDonald Gadowsky,2002-01-10,MacDonald Gadowsky|2002-01-10,Penn State,D,35,4,"6'3""",185,Left,,Possession,xG For %,50.442477876106196,43.976805464146985,75.5,2025-26,35,15.0,1.0,14.0,
Kyler Kovich,2002-01-31,Kyler Kovich|2002-01-31,Minnesota Duluth,F,39,5,"6'2""",181,Left,,Possession,xG For %,36.55913978494624,48.11011293709838,10.614525139664805,2025-26,39,1.0,1.0,,
Ethan Straky,2003-04-18,Ethan Straky|2003-04-18,Ohio State,D,33,5,"6'0""",187,Right,,Possession,xG For %,36.04651162790697,43.976805464146985,21.5,2025-26,33,7.0,1.0,6.0,
Crossley Stewart,2002-05-30,Crossley Stewart|2002-05-30,RIT,D,34,4,"6'3""",190,Left,,Possession,xG For %,57.668711656441715,43.976805464146985,94.5,2025-26,34,11.0,1.0,10.0,
Austin Oravetz,2003-09-26,Austin Oravetz|2003-09-26,Merrimack,D,39,4,"5'9""",192,Right,,Possession,xG For %,33.33333333333333,43.976805464146985,12.5,2025-26,39,13.0,1.0,12.0,
Jan Olenginski,2003-03-23,Jan Olenginski|2003-03-23,St. Lawrence,D,35,4,"5'9""",170,Right,,Possession,xG For %,32.77777777777778,43.976805464146985,11.5,2025-26,35,6.0,1.0,5.0,
Garrett Valk,2002-10-20,Garrett Valk|2002-10-20,Long Island,D,34,4,"6'3""",205,Right,,Possession,xG For %,30.624999999999996,43.976805464146985,5.5,2025-26,34,4.0,1.0,3.0,
Vincent Corcoran,2001-09-21,Vincent Corcoran|2001-09-21,Bemidji State,D,33,5,"5'8""",165,Left,,Possession,xG For %,51.77304964539007,43.976805464146985,80.0,2025-26,33,7.0,1.0,6.0,
Mason Poolman,2002-01-31,Mason Poolman|2002-01-31,St. Thomas,D,37,4,"6'1""",179,Left,,Possession,xG For %,42.281879194630875,43.976805464146985,42.0,2025-26,37,5.0,1.0,4.0,
Chase Cheslock,2004-10-25,Chase Cheslock|2004-10-25,St. Thomas,D,37,4,"6'3""",205,Right,,Possession,xG For %,53.73134328358209,43.976805464146985,85.5,2025-26,37,25.0,1.0,24.0,
Sean Vlasich,2001-04-20,Sean Vlasich|2001-04-20,Army West Point,D,33,5,"5'9""",174,Right,,Possession,xG For %,36.52694610778443,43.976805464146985,24.0,2025-26,33,3.0,1.0,2.0,
Kevin Anderson,2003-09-15,Kevin Anderson|2003-09-15,Princeton,F,34,4,"6'0""",174,Left,,Possession,xG For %,48.31460674157303,48.11011293709838,47.76536312849162,2025-26,34,5.0,1.0,4.0,
Dalton Norris,2001-09-28,Dalton Norris|2001-09-28,Bowling Green,D,29,5,"5'10""",183,Left,,Possession,xG For %,55.26315789473685,43.976805464146985,90.0,2025-26,29,15.0,1.0,14.0,
Mike Brown,2001-04-03,Mike Brown|2001-04-03,Lake Superior State,D,35,5,"6'2""",209,Left,,Possession,xG For %,27.54491017964072,43.976805464146985,2.5,2025-26,35,7.0,1.0,6.0,
Bryan Huggins,2002-03-26,Bryan Huggins|2002-03-26,Lake Superior State,D,31,5,"5'11""",181,Right,,Possession,xG For %,31.428571428571427,43.976805464146985,7.5,2025-26,31,5.0,1.0,4.0,
Tanner Rowe,2002-08-26,Tanner Rowe|2002-08-26,Ferris State,F,31,4,"6'1""",179,Left,,Possession,xG For %,34.645669291338585,48.11011293709838,7.82122905027933,2025-26,31,5.0,1.0,4.0,
Easton Zueger,2003-06-07,Easton Zueger|2003-06-07,Army West Point,D,30,4,"5'10""",187,Right,,Possession,xG For %,36.024844720496894,43.976805464146985,21.0,2025-26,30,7.0,1.0,6.0,
Tynan Ewart,2002-02-26,Tynan Ewart|2002-02-26,Northern Michigan,D,34,4,"6'2""",187,Left,,Possession,xG For %,26.47058823529412,43.976805464146985,1.0,2025-26,34,10.0,1.0,9.0,
Gabriel Lunn,2003-08-01,Gabriel Lunn|2003-08-01,Robert Morris,D,36,4,"6'0""",190,Left,,Possession,xG For %,41.860465116279066,43.976805464146985,39.25,2025-26,36,8.0,1.0,7.0,
Bennett Zmolek,2002-04-17,Bennett Zmolek|2002-04-17,North Dakota,D,34,4,"6'3""",190,Right,,Possession,xG For %,44.078947368421055,43.976805464146985,51.0,2025-26,34,4.0,1.0,3.0,
Grayson Dietrich,2001-12-18,Grayson Dietrich|2001-12-18,Niagara,F,37,4,"6'2""",185,Left,,Possession,xG For %,38.793103448275865,48.11011293709838,15.64245810055866,2025-26,37,5.0,1.0,4.0,
Aaron Pionk,2003-01-16,Aaron Pionk|2003-01-16,Minnesota Duluth,D,39,4,"6'1""",172,Left,,Possession,xG For %,57.861635220125784,43.976805464146985,95.0,2025-26,39,9.0,1.0,8.0,
Dominick Campione,2002-11-25,Dominick Campione|2002-11-25,Stonehill,D,36,4,"5'11""",154,Right,,Possession,xG For %,52.29885057471264,43.976805464146985,82.5,2025-26,36,7.0,1.0,6.0,
Alex Pineau,2003-01-21,Alex Pineau|2003-01-21,Brown,D,31,4,"6'3""",205,Right,,Possession,xG For %,37.13235294117647,43.976805464146985,25.0,2025-26,31,9.0,1.0,8.0,
John Mittelstadt,2001-10-27,John Mittelstadt|2001-10-27,Minnesota,F,37,5,"5'9""",176,Left,,Possession,xG For %,40.90909090909091,48.11011293709838,23.18435754189944,2025-26,37,4.0,1.0,3.0,
Cole Gordon,2002-12-09,Cole Gordon|2002-12-09,Rensselaer,F,34,4,"6'2""",198,Left,,Possession,xG For %,25.773195876288664,48.11011293709838,1.675977653631285,2025-26,34,4.0,1.0,3.0,
Cameron Kungle,2002-03-28,Cameron Kungle|2002-03-28,Merrimack,D,39,4,"6'2""",205,Left,,Possession,xG For %,38.36477987421384,43.976805464146985,27.500000000000004,2025-26,39,6.0,1.0,5.0,
Mitchell Becker,2001-05-24,Mitchell Becker|2001-05-24,Niagara,D,38,5,"6'4""",223,Right,,Possession,xG For %,47.179487179487175,43.976805464146985,65.0,2025-26,38,10.0,1.0,9.0,
Thomas Weis,2002-02-08,Thomas Weis|2002-02-08,Ohio State,F,34,4,"5'10""",181,Right,,Possession,xG For %,41.23711340206186,48.11011293709838,23.743016759776538,2025-26,34,5.0,1.0,4.0,
